marker,comparison,diff,lwr.ci,upr.ci,pval
SUN1,HGPS1-WT,142.23140916718933,-145.761429575627,430.22424791000566,0.331662421017221
SUN1,HGPS2-WT,187.05570942198904,-100.9371293208273,475.04854816480537,0.18676126130937065
