marker,comparison,diff,lwr.ci,upr.ci,pval
GRP78,HGPS1-WT,380.6785709609708,-818.3585508456108,1579.7156927675524,0.5914269580542857
GRP78,HGPS2-WT,146.73023665646406,-1052.3068851501175,1345.7673584630456,0.9157117642199444
