marker,comparison,diff,lwr.ci,upr.ci,pval
GRP78,Induced-Uninduced,0.16245944993597072,0.1091096799133188,0.21580921995862265,0.0010722344447975374
PDI,Induced-Uninduced,-0.03393792223498149,-0.10170736585860365,0.03383152138864068,0.23677190551628824
SUN2,Induced-Uninduced,-0.6184277186977107,-1.9013699130362685,0.664514475640847,0.25179093191532465
