marker,comparison,diff,lwr.ci,upr.ci,pval
GRP94,2d-Uninduced,0.1212786269575602,-0.19816033935893823,0.44071759327405863,0.5854416329462447
GRP94,4d-Uninduced,0.19304848802084595,-0.12639047829565248,0.5124874543373443,0.26308589261822257
GRP94,6d-Uninduced,0.2925492669354429,-0.02688969938105551,0.6119882332519413,0.07109857859217183
