marker,comparison,diff,lwr.ci,upr.ci,pval
GRP94,Induced-Uninduced,0.19304848802084595,-0.048241133271577696,0.4343381093132696,0.09047641437810139
Hsp40,Induced-Uninduced,0.17430224177589548,0.02220415215031879,0.3264003314014722,0.0334785957586311
Hsp90,Induced-Uninduced,0.14394327603591628,0.06726662178040133,0.22061993029143123,0.006462076397752425
