marker,comparison,diff,lwr.ci,upr.ci,pval
Hsp110,Induced-Uninduced,0.11544956303828369,0.03262750134733386,0.19827162472923351,0.017990160829355784
SUN1,Induced-Uninduced,0.6616876404799967,-0.2326490148153837,1.5560242957753772,0.10916951869332414
