marker,comparison,diff,lwr.ci,upr.ci,pval
GRP78,Induced-Uninduced,-0.10195028542678286,-0.49354406461832384,0.2896434937647581,0.5097831471680565
PDI,Induced-Uninduced,-0.13609772975967172,-0.7126267366650519,0.4404312771457085,0.5479795375162051
