screen	row	column	marker	cell_line
171006-TetON-LA-GRP78-PDI_20171006_164850	1	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	2	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	3	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	4	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	5	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	6	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	7	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	8	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	9	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	10	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	11	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	12	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	13	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	14	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	15	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	16	1		
171006-TetON-LA-GRP78-PDI_20171006_164850	1	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	2	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	3	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	4	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	5	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	6	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	7	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	8	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	9	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	10	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	11	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	12	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	13	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	14	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	15	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	16	2		
171006-TetON-LA-GRP78-PDI_20171006_164850	1	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	2	3	GRP78	Uninduced
171006-TetON-LA-GRP78-PDI_20171006_164850	3	3	GRP78	Uninduced
171006-TetON-LA-GRP78-PDI_20171006_164850	4	3	GRP78	Uninduced
171006-TetON-LA-GRP78-PDI_20171006_164850	5	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	6	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	7	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	8	3	GRP78	Induced
171006-TetON-LA-GRP78-PDI_20171006_164850	9	3	GRP78	Induced
171006-TetON-LA-GRP78-PDI_20171006_164850	10	3	GRP78	Induced
171006-TetON-LA-GRP78-PDI_20171006_164850	11	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	12	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	13	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	14	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	15	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	16	3		
171006-TetON-LA-GRP78-PDI_20171006_164850	1	4		
171006-TetON-LA-GRP78-PDI_20171006_164850	2	4		
171006-TetON-LA-GRP78-PDI_20171006_164850	3	4		
171006-TetON-LA-GRP78-PDI_20171006_164850	4	4		
171006-TetON-LA-GRP78-PDI_20171006_164850	5	4		
171006-TetON-LA-GRP78-PDI_20171006_164850	6	4		
