marker,comparison,diff,lwr.ci,upr.ci,pval
Calnexin,HGPS1-WT,70.58921809763899,-189.35026882475097,330.52870502002895,0.6720473703323924
Calnexin,HGPS2-WT,85.08846418785083,-174.85102273453913,345.0279511102408,0.5745537573062427
