marker,comparison,diff,lwr.ci,upr.ci,pval
Hsp110,HGPS1-WT,0.022957832586878335,-0.44503958211581046,0.49095524728956713,0.9856380726831653
Hsp110,HGPS2-WT,-0.010745695984624493,-0.4787431106873133,0.4572517187180643,0.9968248610825494
