marker,comparison,diff,lwr.ci,upr.ci,pval
PDI,HGPS1-WT,91.49290980794785,-5760.441639409679,5943.427459025574,0.9985258113959119
PDI,HGPS2-WT,-43.372473171217734,-5895.307022388844,5808.562076046408,0.9996684058665776
