marker,comparison,diff,lwr.ci,upr.ci,pval
GRP78,Induced-Uninduced,-0.09318485828131795,-0.37118905944411695,0.18481934288148105,0.28599556657093617
PDI,Induced-Uninduced,-0.18188567465307037,-0.8200034888240593,0.4562321395179185,0.34483969092033373
