marker,comparison,diff,lwr.ci,upr.ci,pval
Calnexin,Induced-Uninduced,0.011815778526225174,-0.7138987833824461,0.7375303404348964,0.9505250204899136
GRP94,Induced-Uninduced,-0.07398700627595745,-0.19954634870026022,0.05157233614834533,0.1266731636848235
