marker,comparison,diff,lwr.ci,upr.ci,pval
Calnexin,Induced-Uninduced,0.7481391295268243,0.19503917210374344,1.301239086949905,0.019852141632964004
GRP78,Induced-Uninduced,0.5989205247902036,0.26828046769450753,0.9295605818858997,0.007337389574635145
GRP94,Induced-Uninduced,0.4098904769767482,-0.062038986485037306,0.8818199404385336,0.07343869817676496
