marker,comparison,diff,lwr.ci,upr.ci,pval
GRP94,HGPS1-WT,171.82162080953537,-1330.3438692546588,1673.9871108737293,0.9257245880184684
GRP94,HGPS2-WT,109.69745267298447,-1392.4680373912097,1611.8629427371784,0.9686144249813134
