marker,comparison,diff,lwr.ci,upr.ci,pval
Hsc70,HGPS1-WT,0.3877543181606735,-2.1047967061298603,2.8803053424512073,0.8692390459450434
Hsc70,HGPS2-WT,0.30083081842286896,-2.191720205867665,2.7933818427134027,0.9178603306960353
