marker,comparison,diff,lwr.ci,upr.ci,pval
GRP78,Induced-Uninduced,-0.07229299682980872,-0.22071525828163788,0.07612926462202044,0.24766504489736596
PDI,Induced-Uninduced,-0.1383108806482698,-0.32127434374394603,0.044652582447406414,0.10378813410799426
